max=8192 inactive=10s,391468,off,34954,76,16 8k,128m,49,30s,10,on,32m,11308,off,223,512,571,5,off,4096k,18816,128,off,135,2k,off,246
max=8192 inactive=10s,474412,off,34954,76,16 8k,128m,229,10s,10,on,32m,11308,on,223,537,291,5,off,4096k,46208,4k,off,220,2k,off,246
max=8192 inactive=10s,602412,off,34954,76,32 4k,64m,49,20s,10,on,32m,11308,off,223,512,343,5,off,4096k,55424,4k,off,135,2k,off,246
max=8192 inactive=10s,602412,off,34954,76,32 4k,128m,49,30s,10,on,16m,11308,off,223,512,460,5,off,4096k,55424,4k,off,76,2k,off,246
max=8192 inactive=10s,602412,off,34954,76,16 8k,128m,170,90s,10,on,32m,6188,off,60,512,469,5,off,4096k,21376,4k,off,135,2k,off,246
max=8192 inactive=10s,602412,off,34954,76,16 8k,512m,108,30s,10,on,32m,11308,off,223,512,408,5,off,4096k,55424,4k,off,257,2k,off,246
max=8192 inactive=10s,602412,off,34954,76,16 8k,128m,82,30s,10,on,32m,85292,off,223,512,469,5,off,4096k,55424,4k,off,177,2k,off,246
max=8192 inactive=10s,391468,off,34954,75,16 8k,64m,155,30s,10,on,32m,11308,off,214,287,469,6,off,4096k,55424,4k,off,135,2k,off,246
max=8192 inactive=10s,602412,off,28682,76,8 16k,128m,49,30s,10,on,32m,11308,off,166,511,469,5,off,4096k,55424,4k,off,135,2k,off,417
max=16384 inactive=10s,602412,off,34954,76,16 8k,128m,49,30s,10,on,32m,29996,off,223,512,469,5,off,4096k,55424,4k,on,135,2k,on,418
max=8192 inactive=10s,602412,off,34954,76,16 8k,128m,49,60s,8,on,32m,11308,off,223,449,469,5,off,4096k,55424,64k,off,135,2k,off,246
max=8192 inactive=10s,602412,off,34954,76,16 8k,128m,49,90s,9,on,32m,11308,off,223,512,469,5,off,4096k,55424,4k,off,135,2k,off,246
max=8192 inactive=10s,356652,off,34954,76,16 8k,128m,49,30s,10,on,32m,11308,off,223,512,469,5,builtin:1000,4096k,55424,4k,off,135,2k,off,246
max=8192 inactive=10s,602412,off,50186,76,16 8k,128m,49,30s,10,on,32m,11308,off,223,512,469,5,off,4096k,28160,4k,off,135,2k,off,246
max=8192 inactive=10s,602412,off,61322,76,16 8k,128m,49,30s,10,on,32m,11308,off,223,512,469,5,off,1024k,55424,4k,off,135,8k,off,246
max=8192 inactive=10s,602412,off,19082,76,16 8k,128m,49,30s,10,on,32m,11308,off,223,512,123,5,off,4096k,55424,4k,off,135,2k,off,246
max=8192 inactive=10s,602412,off,34954,76,16 8k,128m,49,30s,10,on,8m,5164,off,223,512,469,5,off,4096k,55424,4k,off,135,2k,off,246
max=8192 inactive=10s,602412,off,5130,76,16 8k,128m,49,30s,10,on,32m,11308,off,223,512,469,5,off,4096k,55424,4k,off,135,2k,off,246
max=8192 inactive=10s,602412,off,34954,76,16 8k,128m,91,30s,10,on,32m,11308,off,223,262,469,5,off,4096k,55424,4k,off,135,2k,off,246
max=8192 inactive=10s,602412,off,34954,76,16 8k,256m,60,30s,10,on,32m,11308,off,223,512,428,5,off,4096k,55424,4k,off,135,2k,off,246
max=8192 inactive=10s,529708,off,34954,76,16 8k,128m,49,30s,10,on,64m,11308,off,223,512,469,5,off,4096k,55424,4k,off,135,2k,off,246
max=8192 inactive=10s,602412,off,34954,76,16 8k,128m,114,30s,10,on,32m,11308,off,223,512,239,5,off,4096k,27136,4k,off,135,2k,off,246
max=8192 inactive=10s,602412,off,34954,76,16 8k,128m,49,30s,10,on,32m,43052,off,223,512,469,5,off,4096k,37504,4k,off,135,2k,off,246
max=8192 inactive=10s,602412,off,34954,76,16 8k,128m,49,30s,10,on,32m,11308,off,223,512,469,5,off,4096k,55424,4k,off,135,2k,off,7
max=8192 inactive=10s,602412,off,34954,76,16 8k,128m,49,30s,10,on,32m,11308,off,223,512,469,5,off,4096k,7680,4k,off,135,2k,off,246
max=8192 inactive=10s,602412,off,34954,76,16 8k,8m,49,30s,10,on,32m,11308,off,223,512,469,5,off,4096k,55424,4k,off,135,2k,off,246
max=8192 inactive=10s,602412,off,34954,76,16 8k,4m,49,30s,10,on,32m,11308,off,223,512,469,5,off,4096k,55424,4k,off,135,2k,off,246
max=8192 inactive=10s,300332,off,34954,76,16 8k,128m,49,30s,10,on,32m,109612,off,223,512,469,5,off,4096k,55424,4k,off,135,2k,off,246
max=8192 inactive=10s,647468,off,34954,76,16 8k,64m,49,30s,10,on,32m,11308,off,223,512,469,5,off,4096k,55424,4k,off,135,2k,off,246
max=8192 inactive=10s,602412,off,44426,153,16 8k,128m,49,30s,10,on,32m,11308,off,144,512,594,5,off,4096k,58368,4k,off,135,2k,off,246
max=8192 inactive=10s,602412,off,34954,76,16 8k,128m,49,30s,10,on,32m,11308,off,223,28,469,5,off,4096k,55424,4k,off,135,2k,off,241
max=8192 inactive=10s,602412,off,34954,76,16 8k,128m,49,30s,10,on,32m,11308,off,223,512,588,5,off,4096k,55424,4k,off,147,2k,off,325
